Code du département,Code de la circonscription,GAUCHE,MACRON,DROITE,RN,EXG,EXD
1,1,8779,13534,10693,6174,0,0
1,2,8446,16371,11182,7553,0,1149
1,3,6518,15405,7281,3808,0,0
1,4,5165,17517,10342,7964,0,860
1,5,6651,9149,12743,5599,158,637
2,1,8641,10043,5653,9114,0,491
2,2,7535,0,12099,8349,0,607
2,3,11288,5755,4841,8113,0,1242
2,4,8780,9683,6969,8010,0,327
2,5,6365,14206,6578,10111,0,764
3,1,16643,13267,9248,4706,0,896
3,2,14346,10827,10081,4145,0,914
3,3,5293,19088,7784,5226,0,1085
4,1,8338,11501,3520,5502,0,1299
4,2,7663,14957,5426,4611,0,534
5,1,8493,9258,4631,3938,0,0
5,2,5581,12566,6712,3034,0,0
6,1,6720,12599,13827,4865,0,300
6,2,6998,14364,8737,9166,0,771
6,3,6804,12727,9721,8476,0,739
6,4,6564,11045,8075,9139,0,1319
6,5,6868,0,13221,8948,0,868
6,6,4821,12047,10010,7526,0,920
6,7,7197,14225,14808,6718,0,964
6,8,5132,11199,11333,7363,0,530
6,9,5593,12869,10912,6815,0,623
7,1,16126,9203,5972,5876,0,666
7,2,18747,12718,9878,6026,0,1116
7,3,16706,10748,9004,5064,0,761
8,1,5223,8004,13053,7278,0,0
8,2,8589,6269,7212,5424,0,0
8,3,5813,4063,12931,4917,0,0
9,1,12838,9478,1616,3618,0,0
9,2,13522,8161,4963,4437,0,259
10,1,4286,9730,8702,8109,0,0
10,2,5433,11251,11357,8041,0,0
10,3,6035,10180,7373,6697,0,589
11,1,16710,13486,5311,11199,0,882
11,2,13631,11729,7147,8492,0,1222
11,3,19399,14223,5212,9053,305,0
12,1,9964,19962,9923,3232,0,0
12,2,12795,15563,8110,3212,0,0
12,3,8271,13122,14525,3476,0,465
13,1,7228,10257,8579,6834,0,615
13,2,8824,14372,9933,5012,0,787
13,3,7890,7284,3778,9024,0,757
13,4,12488,5587,2621,2692,0,258
13,5,9911,10068,7537,4764,67,366
13,6,6592,11307,8713,6171,0,569
13,7,9800,4125,1121,4789,95,362
13,8,9711,16174,7220,11041,0,997
13,9,9566,13882,10558,8153,0,795
13,10,10841,16122,9236,10862,0,1209
13,11,9605,14495,8070,7413,0,586
13,12,8678,9428,9819,8706,0,2405
13,13,15236,10159,4911,10073,0,942
13,14,11595,18149,9075,6119,0,866
13,15,9380,15941,13488,11068,0,838
13,16,10190,11351,5734,11951,0,646
14,1,12445,14196,6310,2752,238,386
14,2,14204,11522,3335,3351,81,386
14,3,11258,11602,8123,6702,0,621
14,4,10843,20338,12186,5884,0,1125
14,5,10152,18388,10926,5991,0,664
14,6,8147,18784,11466,6262,0,976
15,1,6328,12411,12595,2191,0,0
15,2,4074,6929,15571,1766,0,451
16,1,13700,15228,6184,3756,0,396
16,2,10870,14773,7331,5833,0,0
16,3,18308,13247,7319,6058,0,711
17,1,28064,14095,5134,3671,0,0
17,2,12164,19612,9878,6292,0,736
17,3,14013,11887,7260,5717,0,216
17,4,9710,15879,9872,7556,0,782
17,5,14667,0,12933,8444,0,863
18,1,8475,12977,8488,4981,0,0
18,2,10109,10794,4471,5328,0,0
18,3,14606,13703,3672,6534,0,1222
19,1,21781,17534,8194,4884,0,853
19,2,14258,14887,13535,4241,0,1051
2A,1,2186,4872,7603,0,0,2909
2A,2,2373,6802,9887,0,0,0
2B,1,4877,5626,5922,1200,0,316
2B,2,2777,8213,9638,1382,0,0
21,1,10224,13446,9025,3539,0,122
21,2,8352,11341,9808,4654,0,195
21,3,11360,10766,4936,5795,124,0
21,4,5310,12537,13064,5062,0,123
21,5,8036,15428,10336,7120,0,0
22,1,17072,19951,5379,3582,435,0
22,2,15495,21317,11162,5264,0,0
22,3,7794,19166,19816,3479,0,0
22,4,19287,15412,3251,4224,339,0
22,5,17113,24257,9986,4710,445,0
23,1,17865,16500,8943,5225,0,716
24,1,14162,13785,5776,5491,0,0
24,2,13778,14844,5922,6816,0,744
24,3,15629,11899,5881,4298,0,644
24,4,17582,14955,9193,5138,0,0
25,1,11037,10902,7110,4564,0,0
25,2,25306,0,8353,4509,0,653
25,3,6060,10737,7950,6350,0,0
25,4,4956,11524,5325,7409,327,742
25,5,6472,13728,15968,4401,0,0
26,1,10256,10281,6559,4216,0,642
26,2,9957,15238,8274,8345,0,817
26,3,18379,19158,11431,7686,0,742
26,4,15841,10345,10989,8007,0,118
27,1,8000,17967,2489,8927,0,405
27,2,7971,13516,7771,7563,0,0
27,3,9315,12867,10495,9131,0,0
27,4,11171,14238,5943,9219,0,918
27,5,9202,11965,8734,9039,0,1308
28,1,9219,16577,11233,5688,0,1106
28,2,5610,9486,9680,5566,288,1054
28,3,5310,10780,11040,6211,347,520
28,4,5914,7206,15607,5814,0,304
29,1,18090,18980,6987,3057,0,967
29,2,13631,15764,5208,2865,155,0
29,3,15055,21085,5549,3275,0,1043
29,4,14600,14143,13337,2329,0,569
29,5,15804,18624,11207,3464,0,671
29,6,11233,17230,9193,3523,0,817
29,7,12710,16894,9513,2963,0,0
29,8,17910,15458,5636,4481,0,600
30,1,8710,10549,5462,10423,0,647
30,2,7555,13943,6165,13991,0,786
30,3,11106,14832,6628,10001,0,513
30,4,17819,10661,5171,9364,0,0
30,5,16241,15620,4968,9057,214,778
30,6,10262,12397,5181,8040,0,666
31,1,17332,13769,5311,3174,0,0
31,2,19982,19234,5786,5095,0,362
31,3,12509,17150,9642,2859,0,0
31,4,13119,11722,4353,2189,0,0
31,5,15601,18588,5526,8229,0,0
31,6,19854,23271,6165,6301,0,1062
31,7,15926,18664,4357,8320,0,819
31,8,16520,14541,3802,6630,0,616
31,9,15702,14231,3439,4097,0,0
31,10,16508,21886,10312,4866,0,537
32,1,14743,13749,6437,4488,0,165
32,2,15265,9584,8700,4759,0,260
33,1,12238,21173,10073,2786,229,497
33,2,12091,13284,5680,1254,220,248
33,3,17301,13232,3697,2686,0,796
33,4,15687,13276,5506,5506,233,672
33,5,19232,18399,6214,8794,0,1630
33,6,17794,23543,5799,4481,0,418
33,7,14617,16032,5939,2818,160,470
33,8,10982,22337,14587,5841,0,1047
33,9,18614,14888,6201,5938,0,952
33,10,8960,16408,7689,6474,0,473
33,11,12367,12024,7113,10230,0,834
33,12,13463,16426,6762,5868,0,682
34,1,11878,13481,5574,6644,84,819
34,2,11777,7534,2931,2100,0,228
34,3,12440,16174,7581,5667,0,480
34,4,17763,16694,8174,9402,0,0
34,5,16695,13142,4837,10160,0,0
34,6,8105,10515,7777,15061,0,188
34,7,14314,12120,7615,11483,283,1682
34,8,13936,12954,4115,8758,0,543
34,9,8944,15033,4747,7749,0,679
35,1,18035,16583,8110,2892,0,0
35,2,16578,24727,7288,2658,0,0
35,3,32121,0,6836,4605,408,0
35,4,15267,19421,4847,5049,0,938
35,5,11109,22797,16977,3637,0,624
35,6,8813,15305,16365,5303,0,0
35,7,8474,19605,19132,4286,398,0
35,8,17838,18989,5562,1770,74,385
36,1,11711,14540,6277,5499,184,407
36,2,13054,13405,12378,7035,231,0
37,1,12353,12149,5955,1762,0,476
37,2,11612,17291,10719,4187,0,1248
37,3,26083,0,15111,3680,610,1933
37,4,14874,15618,8841,4260,0,1147
37,5,8453,18461,9290,3976,0,1297
38,1,10519,23369,8067,2868,237,0
38,2,11688,13927,3360,4426,0,802
38,3,11646,9940,2389,2633,0,422
38,4,16403,14754,6381,5349,104,647
38,5,15789,20917,7023,6078,278,787
38,6,8383,12499,6966,10260,0,0
38,7,9094,15050,9958,8050,0,1158
38,8,10537,11757,6379,6966,0,0
38,9,12743,18427,8034,6048,0,1171
38,10,11433,14324,6415,7778,0,1084
39,1,9028,12266,7131,4274,0,1213
39,2,6191,7482,9587,3209,0,0
39,3,8128,9758,12068,5690,0,540
40,1,16126,23213,6406,6150,274,873
40,2,19596,25414,6433,5742,0,1159
40,3,23076,18383,5008,5518,0,915
41,1,12223,14076,7674,6121,0,0
41,2,8081,12043,13248,7505,0,611
41,3,8367,12145,17175,6637,0,0
42,1,9052,10304,4614,3827,206,168
42,2,7102,8860,3249,3119,0,0
42,3,8475,12250,8984,6370,0,297
42,4,11319,14880,13630,7835,0,638
42,5,10197,16880,12265,7563,0,1170
42,6,8147,19821,13810,9105,0,1010
43,1,8987,16423,21615,4974,0,421
43,2,8492,11382,17372,3437,0,312
44,1,10950,18645,8126,1822,0,449
44,2,17964,19624,6717,1888,242,421
44,3,18542,18429,4419,3088,305,639
44,4,19658,18767,4377,2657,235,646
44,5,21391,26346,9253,4052,0,862
44,6,12119,22921,14454,5743,0,0
44,7,12655,24615,11852,4932,0,984
44,8,15480,16771,3394,3816,0,581
44,9,21098,23096,9560,6478,0,932
44,10,14299,27946,13098,4270,0,1166
45,1,8424,17409,7382,3827,0,867
45,2,9029,14770,12084,4902,0,357
45,3,6105,12519,8776,6941,0,0
45,4,6922,10215,8698,7434,0,1075
45,5,6832,10640,8414,6784,0,766
45,6,10525,12841,7359,4229,0,693
46,1,9398,16482,9929,3629,0,447
46,2,15126,13206,4955,3156,0,0
47,1,11446,14846,10388,7164,165,968
47,2,13056,11473,6759,8214,0,479
47,3,9363,11922,8997,7839,0,499
48,1,10124,7427,12891,2369,0,591
49,1,13873,17058,6369,3249,0,948
49,2,10397,21473,7647,2974,0,1025
49,3,5781,11900,12335,4344,0,0
49,4,7010,14496,9585,4744,0,836
49,5,7175,17966,8502,2753,0,640
49,6,11163,21153,9922,4222,0,1111
49,7,10716,17126,8398,3563,0,700
50,1,8829,15936,13894,5258,0,554
50,2,8091,22954,13929,5038,0,312
50,3,10354,25422,10421,6928,0,869
50,4,13393,10219,5562,5680,0,275
51,1,7208,0,8837,5507,0,618
51,2,6651,11839,9115,5552,0,654
51,3,7074,11750,8473,7953,0,968
51,4,8643,0,18113,7072,0,1160
51,5,4345,8089,16631,8329,0,917
52,1,7398,11545,9907,6813,0,0
52,2,4226,6148,9808,8431,0,0
53,1,16009,10158,8231,3100,0,476
53,2,7928,15077,11729,3038,0,829
53,3,4690,12024,17453,2806,0,399
54,1,11833,13593,8675,3602,0,875
54,2,10106,14871,5839,3268,0,398
54,3,11297,10123,4208,4558,244,411
54,4,8311,15046,11547,9524,0,1380
54,5,15487,10558,4098,7225,0,1162
54,6,17808,0,4555,7275,134,694
55,1,6364,10333,10476,7599,0,1475
55,2,6500,7777,8681,5349,0,0
56,1,8876,25916,16042,4105,0,1283
56,2,14474,0,15444,5145,0,897
56,3,9216,19966,10850,5308,0,1062
56,4,9082,30166,8423,5667,0,1505
56,5,9689,17367,7960,3642,0,0
56,6,10254,17450,11454,4333,0,691
57,1,9550,10493,7528,6848,205,0
57,2,6965,11422,9115,4962,197,0
57,3,7901,11408,7950,5308,0,0
57,4,4801,10198,11211,6853,0,844
57,5,3682,7775,13316,5478,124,457
57,6,7721,5679,5571,6138,0,182
57,7,9146,10290,6520,8916,0,0
57,8,11011,9729,2488,7517,377,455
57,9,8701,15458,11265,5690,0,699
58,1,11278,12573,4158,5679,0,969
58,2,14861,14441,5003,6485,0,1204
59,1,10385,8810,3728,2947,1,0
59,2,18925,8935,4731,5554,0,0
59,3,12132,9377,4660,10040,0,390
59,4,10460,18781,12432,5324,0,525
59,5,12374,14906,11761,9199,0,786
59,6,7718,19338,12153,6999,0,0
59,7,7375,11226,8462,4761,0,0
59,8,8014,6369,1691,4845,0,467
59,9,7807,18278,12843,3340,0,660
59,10,7248,8335,8462,5734,0,872
59,11,14765,13110,6800,6760,171,589
59,12,12673,9710,8164,9921,0,266
59,13,17221,8283,1584,9893,0,0
59,14,10542,13481,13004,9898,0,878
59,15,11063,13764,13256,10095,0,0
59,16,14363,7266,2812,10444,0,0
59,17,12958,7583,3744,7993,0,0
59,18,6489,10684,13237,10234,0,615
59,19,13872,6443,2472,11839,0,336
59,20,14566,6588,3160,7397,0,515
59,21,9647,0,15263,7323,0,324
60,1,4867,11249,15597,7340,0,905
60,2,6418,12991,9292,10684,0,1604
60,3,9828,8658,3605,6584,0,1014
60,4,6669,15607,12851,8287,0,755
60,5,6289,10218,10024,6596,0,425
60,6,10676,11091,5869,7759,0,761
60,7,7087,9066,10387,7458,0,634
61,1,15444,0,13283,4314,0,578
61,2,6311,10727,10699,5690,0,694
61,3,5712,12980,12542,5019,0,594
62,1,15627,15037,8921,12710,358,1204
62,2,11321,15889,6937,7718,0,880
62,3,15211,6276,1752,11707,0,903
62,4,7302,17158,16523,7098,132,0
62,5,13510,13145,5057,8789,0,0
62,6,7422,20173,7672,10914,0,1109
62,7,12619,8354,8907,10033,282,651
62,8,19010,12594,4243,10055,0,0
62,9,8572,15526,4912,8325,0,759
62,10,15871,8309,2792,12676,0,0
62,11,13294,7141,1818,19997,0,512
62,12,14998,8863,2224,15115,0,525
63,1,13908,15481,3779,3546,182,418
63,2,20142,13731,5827,4850,0,683
63,3,12250,18384,12832,3234,0,484
63,4,17030,16472,11026,4293,0,633
63,5,25145,15491,5620,5267,0,845
64,1,11149,14112,5265,3149,0,422
64,2,13426,18019,7120,3995,0,0
64,3,19405,13647,7242,4031,237,0
64,4,12113,11688,15082,1970,0,282
64,5,14319,17528,7388,3378,0,494
64,6,11114,20087,9012,3309,0,0
65,1,17229,19437,1370,4885,0,557
65,2,10180,22428,6523,5106,0,714
66,1,7114,10354,6312,6606,0,398
66,2,9203,13456,6145,14237,0,493
66,3,13615,9029,5238,7669,0,413
66,4,13489,13831,7503,9546,0,438
67,1,11032,10644,3892,1912,0,0
67,2,10325,11539,5709,2986,0,0
67,3,7841,12433,5225,2818,0,459
67,4,5835,19972,10941,4926,81,1698
67,5,10684,0,16842,7126,0,1283
67,6,5340,13695,16824,6410,0,561
67,7,4808,10643,13463,6278,0,473
67,8,3716,14143,12954,7363,0,996
67,9,4316,14745,11292,5679,118,1069
68,1,3727,9785,14459,4063,0,406
68,2,5899,15826,11753,5586,0,579
68,3,4131,12419,12490,3960,0,1052
68,4,6682,14741,9958,7495,0,495
68,5,5035,11043,10211,4097,0,601
68,6,5874,12519,9656,6696,0,797
69,1,8852,16449,4938,2602,0,540
69,2,14722,16177,7422,1760,0,447
69,3,11028,16271,6001,2334,0,426
69,4,8579,19902,10505,2415,0,429
69,5,7064,20890,12261,3544,0,520
69,6,14350,13953,4656,3435,398,432
69,7,7883,8656,5948,3079,0,303
69,8,8273,19021,17048,4829,0,1171
69,9,5927,17233,13289,6952,0,518
69,10,8979,23230,10147,5865,0,1014
69,11,9548,17422,9478,6511,0,947
69,12,9246,17410,10134,3671,0,473
69,13,7379,13234,11094,5596,0,549
69,14,8654,9463,1853,4629,0,845
70,1,8644,13390,13975,9029,0,796
70,2,8308,14848,7051,9174,0,2029
71,1,8011,13499,9332,3480,0,1023
71,2,5132,16038,11383,4696,0,1106
71,3,12187,13400,7788,5893,0,789
71,4,12040,9544,10349,6544,0,596
71,5,13633,12443,8131,5382,308,935
72,1,10417,11264,9062,3725,0,1054
72,2,16032,10021,6191,5086,95,752
72,3,10496,13408,9272,6483,0,1036
72,4,17914,0,10135,4682,0,1015
72,5,9323,13645,11731,5478,0,1763
73,1,7861,14330,12531,4721,0,0
73,2,6999,0,10406,3880,0,590
73,3,6417,11173,7285,5074,0,745
73,4,15066,10077,5613,3570,0,0
74,1,8559,23631,9285,5072,0,776
74,2,8177,19301,12693,4046,0,0
74,3,6125,13894,11398,4441,0,0
74,4,5836,12992,11586,3428,0,481
74,5,7062,15134,11254,3602,0,487
74,6,4571,12311,9490,3239,0,496
75,1,9633,24037,10846,1029,0,221
75,2,8202,18463,14818,1021,0,308
75,3,11964,17321,6451,1327,0,385
75,4,3427,17726,15241,1108,0,400
75,5,17607,19247,3821,1240,0,0
75,6,19332,16772,2737,1224,250,0
75,7,16754,19381,5730,1113,0,307
75,8,17200,18545,7575,1729,0,452
75,9,15280,13513,3959,1677,191,456
75,10,12673,15786,4850,1656,166,409
75,11,13978,17733,8163,1064,0,322
75,12,7022,21275,13899,1351,0,512
75,13,8983,19452,13243,1472,0,420
75,14,2705,17654,17206,1341,0,246
75,15,23196,918,10001,1771,261,448
75,16,16234,13434,2880,1404,250,335
75,17,13678,8172,1854,1252,0,0
75,18,20261,0,11875,1170,387,756
76,1,12236,11471,5302,2667,0,405
76,2,11456,20058,9470,6781,0,1309
76,3,15149,8681,1760,4901,112,397
76,4,17860,10588,3004,7861,0,656
76,5,26526,0,9702,8647,0,0
76,6,18731,15197,8558,12886,0,0
76,7,11747,6971,14072,4749,339,782
76,8,12766,6107,3658,3931,0,190
76,9,16973,13855,7115,8336,0,1076
76,10,13468,19219,9299,11028,0,1713
77,1,6213,11126,6551,4333,110,714
77,2,6796,13849,11223,6020,120,807
77,3,10517,0,13588,6701,267,1075
77,4,7716,11045,13743,8636,0,719
77,5,7351,5303,14350,7397,0,931
77,6,7607,10298,8115,6437,0,974
77,7,9707,11951,7411,6645,0,657
77,8,11620,16632,5729,4143,0,804
77,9,9370,13370,7268,5295,82,1004
77,10,10854,12796,5118,3729,0,525
77,11,11570,8078,2216,3550,0,626
78,1,8574,19630,14705,2360,0,637
78,2,8639,21581,12828,2828,0,1234
78,3,6321,21612,14166,2529,0,666
78,4,7636,20980,11598,2334,0,421
78,5,5223,20379,10611,2069,0,0
78,6,5495,18396,10887,2333,0,387
78,7,8839,15924,8641,3580,0,1290
78,8,8792,7744,6891,4868,127,1059
78,9,8196,16048,9655,6501,132,1267
78,10,10565,23009,10043,3902,0,1140
78,11,10863,10858,7601,2315,166,675
78,12,7376,14835,9745,2266,0,1009
79,1,13283,18350,8419,3106,0,1183
79,2,21573,15875,6395,5577,0,0
79,3,10477,16692,7928,4525,0,1233
80,1,12315,13394,5251,6255,180,1222
80,2,8157,14970,8298,4044,0,728
80,3,10649,11552,9711,9592,0,1905
80,4,7631,13977,9509,9266,0,1570
80,5,6707,0,21505,8487,0,1092
81,1,11961,0,18008,6903,0,825
81,2,20493,19174,3996,9418,0,1152
81,3,14492,17931,12988,8356,0,653
82,1,16804,13801,7480,8113,0,673
82,2,12219,12450,9090,9857,0,875
83,1,4793,10592,9812,7310,0,323
83,2,6437,13455,8728,9350,0,905
83,3,7016,16523,12447,10486,0,987
83,4,5441,14671,11453,11245,0,1073
83,5,6070,12513,11076,11188,0,1197
83,6,8435,18632,9252,13661,0,1440
83,7,7367,14330,11134,10838,0,1014
83,8,7811,16619,12951,12161,0,790
84,1,9698,9495,3288,7261,100,352
84,2,9157,12077,9249,9205,0,801
84,3,6398,11425,4893,11335,0,1098
84,4,7837,10744,6781,7711,0,8827
84,5,7114,15213,9086,7361,0,561
85,1,11371,22581,15288,4993,0,786
85,2,14364,19405,12329,6012,0,932
85,3,10978,24930,18097,7578,0,1283
85,4,7769,23508,14733,3678,0,0
85,5,14010,13740,9447,4390,0,733
86,1,12482,16486,4562,4058,0,774
86,2,12018,16776,6194,3256,0,803
86,3,8068,15013,8159,5512,0,0
86,4,10276,11089,6799,6215,0,37
87,1,16584,16344,5915,4822,0,480
87,2,21121,19424,6773,5444,0,855
87,3,14778,17116,7303,4604,0,634
88,1,7205,11826,9930,5362,99,2200
88,2,6366,9716,10044,6683,0,451
88,3,7626,8841,9521,4617,0,1375
88,4,11524,5964,9619,5926,0,596
89,1,7008,13482,11587,6221,0,648
89,2,6773,12310,9315,7300,254,980
89,3,8153,12028,9426,10749,0,762
90,1,5265,7379,5493,4057,0,0
90,2,5820,6836,5386,3511,0,639
91,1,14513,0,7371,2819,334,663
91,2,8605,13371,13793,6643,0,1037
91,3,13573,16908,10845,6085,0,0
91,4,11325,17742,13788,4456,0,1135
91,5,10625,18883,6692,1861,0,799
91,6,13265,15993,5908,3181,0,870
91,7,9605,10476,8381,4060,182,675
91,8,7508,13558,2275,1625,0,11281
91,9,11683,13029,6326,3881,0,1246
91,10,11584,7093,3755,2850,0,803
92,1,10287,6986,2856,1819,169,332
92,2,7159,17462,9050,1532,0,406
92,3,7238,20552,12510,1748,69,547
92,4,11274,15727,5106,2264,339,440
92,5,8312,15672,11056,1606,72,0
92,6,4826,17761,16279,1685,0,620
92,7,6344,23635,13851,2116,0,1022
92,8,5166,20355,10628,1818,0,0
92,9,3641,2144,25571,1081,0,0
92,10,9357,19572,9584,1556,0,336
92,11,14551,13895,4186,2051,259,0
92,12,12639,20978,13132,2295,0,632
92,13,11527,23201,13311,2152,218,0
93,1,9226,7136,2834,1327,146,0
93,2,9542,3575,1171,1363,199,112
93,3,7338,15321,3818,3001,103,792
93,4,8473,4939,3434,2029,0,0
93,5,6926,4629,8691,2186,0,229
93,6,10189,5304,1402,1437,517,0
93,7,19686,8264,2115,1607,528,0
93,8,7893,8887,5825,2654,0,500
93,9,13948,9361,1245,2693,310,0
93,10,8328,7210,5578,2358,142,452
93,11,9421,6062,2113,3080,196,0
93,12,7157,8730,5078,3886,0,446
94,1,10306,17119,10820,2865,124,573
94,2,10674,8616,2623,2310,0,873
94,3,7052,11525,6650,3303,137,1022
94,4,7980,14208,7866,3419,0,550
94,5,10595,15962,11898,2625,0,6
94,6,13020,17736,8133,2124,0,0
94,7,8849,11451,7087,2297,0,533
94,8,8591,14181,15725,1970,0,251
94,9,10777,6552,1756,1913,207,403
94,10,15025,8942,1927,1998,0,443
94,11,12610,9681,3352,1892,368,315
95,1,9636,13817,7546,5886,0,791
95,2,9017,12921,8909,4091,0,721
95,3,10657,17105,7128,4908,242,569
95,4,8222,14620,6700,4003,272,291
95,5,11439,7975,3755,2630,0,0
95,6,7718,13897,8124,2896,0,517
95,7,8252,10776,7265,3147,0,0
95,8,9657,0,1844,1944,0,0
95,9,7738,7571,5021,4015,231,857
95,10,9186,10279,3409,2902,233,0
ZA,1,9737,8248,473,0,0,0
ZA,2,8718,3775,3567,413,0,0
ZA,3,14210,0,1049,471,0,0
ZA,4,10309,0,6455,246,0,0
ZB,1,8302,2665,1923,220,0,0
ZB,2,14050,0,4596,199,0,0
ZB,3,12382,985,768,173,0,0
ZB,4,3891,0,4216,324,0,0
ZC,1,6324,3572,743,0,0,0
ZC,2,3424,3595,429,0,0,0
ZD,1,16350,925,7174,1265,0,0
ZD,2,16898,2077,7112,1186,0,0
ZD,3,6962,3370,17175,2213,0,0
ZD,4,15181,5416,16014,2567,0,0
ZD,5,7013,3614,9164,1344,0,0
ZD,6,7219,5770,6489,1207,0,0
ZD,7,4811,11144,8933,1346,0,0
ZM,1,6507,651,4290,438,0,0
ZM,2,2247,2582,9659,204,0,0
ZN,1,0,0,21656,1884,0,0
ZN,2,0,0,21017,4378,0,0
ZP,1,2574,0,21343,434,0,0
ZP,2,975,3508,16802,254,0,0
ZP,3,1008,0,16787,333,0,0
ZS,1,0,1209,314,29,0,0
ZW,1,3159,0,244,0,0,0
ZX,1,0,1286,1754,279,0,19
ZZ,1,7926,21286,6235,748,0,0
ZZ,2,3097,4964,2910,291,0,0
ZZ,3,5896,14663,3863,378,0,68
ZZ,4,4484,14487,4068,865,0,81
ZZ,5,1301,7274,2473,818,0,108
ZZ,6,3572,16293,4470,741,0,111
ZZ,7,8245,14359,2559,528,0,128
ZZ,8,1688,4150,4160,316,0,0
ZZ,9,3821,24,7753,352,0,139
ZZ,10,498,11515,4431,1060,0,0
ZZ,11,3461,13732,6353,733,0,108
